Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
polycystic_ovary_syndrome	obesity	28	3	TBD
degenerative_spondylolisthesis	spinal_stenosis	7	2	TBD
oxidative_damage	cancer	17	2	TBD
solar_flare	coronal_mass_ejection	22	2	TBD
toxic_chemical	cancer	106	3	TBD
hormonal_imbalance	obesity	19	2	TBD
oxidative_stress	disease	124	39	TBD
alzheimer_’_s_disease	change_in_the_brain	13	2	TBD
injury	serious_problem	14	2	TBD
conflict	growth	11	3	TBD
depression	ailment	9	2	TBD
condition	health_problem	57	9	TBD
greenhouse_gas_emission	climate_change	247	43	TBD
defect	damage	218	8	TBD
food	allergy	159	7	TBD
adultery	divorce	42	9	TBD
pain	disability	172	16	TBD
violence	displacement	22	3	TBD
stress	physical_problem	48	7	TBD
disease	back_pain	106	3	TBD
higher_wage	higher_price	14	2	TBD
pregnancy	diabetes	20	3	TBD
inflammation_of_the_airway	asthma	15	2	TBD
pathogenesis	disease	11	2	TBD
snoring	sleep_deprivation	4	1	TBD
condition	weight_loss	39	2	TBD
poverty	child_labour	49	14	TBD
eyestrain	presbyopia	4	1	TBD
menopause	vaginal_dryness	93	4	TBD
pathogen	illness	94	4	TBD
condition	situation	24	7	TBD
loss	feeling	35	5	TBD
exposure	asbestosis	20	2	TBD
blood_clot	internal_bleeding	7	2	TBD
chaos	death	18	6	TBD
gene	condition	39	5	TBD
virus	bronchitis	142	2	TBD
disease	muscle	22	5	TBD
spasm	diarrhea	8	2	TBD
tuberculosis	poverty	17	4	TBD
fraud	problem	9	2	TBD
chemical_in_the_brain	depression	323	6	TBD
malnutrition	disease	199	48	TBD
situation	accident	28	5	TBD
chronic_pancreatitis	diabetes	17	2	TBD
injury	death	2150	88	TBD
arrhythmia	mortality	7	2	TBD
anxiety	health_problem	57	7	TBD
psoriasis	inflammation	38	6	TBD
drug_use	behavior	73	5	TBD
imbalance	depression	54	2	TBD
sleep	stress	10	2	TBD
inflation	problem	39	2	TBD
mutation	disease	470	112	TBD
cellulite	skin	17	2	TBD
deficiency	disease	122	23	TBD
aid	disease	34	8	TBD
breach_of_contract	damage	58	5	TBD
loss	anger	11	3	TBD
insulin_resistance	weight_gain	70	17	TBD
dry_skin	wrinkle	45	2	TBD
damage	cost	56	4	TBD
virus	gastroenteritis	100	3	TBD
diabetes	health_problem	85	6	TBD
event	world_war_ii	27	6	TBD
constipation	anal_fissure	35	3	TBD
drinking	problem	148	4	TBD
individualism	alienation	6	2	TBD
dehydration	dizziness	87	2	TBD
disorder	suicide	25	3	TBD
dry_skin	acne	8	2	TBD
treatment	pain	152	3	TBD
stress	physical_exhaustion	14	2	TBD
depression	domestic_violence	15	2	TBD
exploitation	poverty	9	2	TBD
pain	aggression	22	5	TBD
allergy	disease	30	5	TBD
blood_clot	stroke	1132	18	TBD
diarrhea	dizziness	11	2	TBD
strain_of_hpv	cervical_cancer	23	3	TBD
failure	injury	284	5	TBD
hiv	aid	4064	6	TBD
stroke	symptom	50	15	TBD
disability	behavior	71	4	TBD
action	accident	41	4	TBD
stress	tension	111	27	TBD
mental_illness	behavior	32	2	TBD
medication	side_effect	765	12	TBD
puncture	accident	6	2	TBD
symptom	discomfort	76	10	TBD
change	loss	45	13	TBD
infection	pneumonia	137	13	TBD
dry_skin	rash	15	4	TBD
hemorrhage	death	173	3	TBD
blood_clot	heart_attack	883	16	TBD
injury	bleeding	39	2	TBD
fire	death	343	15	TBD
microbe	illness	32	9	TBD
gout	arthritis	19	3	TBD
disorder	mental_retardation	46	5	TBD
stress	suicide	27	8	TBD
stress	asthma	37	6	TBD
incident	war	26	3	TBD
co2	climate_change	84	3	TBD
fibroid	infertility	68	3	TBD
crime	pain	19	3	TBD
lack_of_exercise	obesity	115	9	TBD
shock	death	288	15	TBD
feeling	pain	20	6	TBD
stress	domestic_violence	17	2	TBD
cocaine	black	21	2	TBD
disorder	fear	82	13	TBD
substance	allergy	54	16	TBD
product	reaction	7	2	TBD
whiplash	injury	48	5	TBD
injury	joint_pain	34	3	TBD
depression	cognitive_distortion	18	3	TBD
loss	reduction	15	2	TBD
sleep_apnea	medical_condition	7	2	TBD
hpv_strain	genital_wart	30	2	TBD
disease	issue	11	3	TBD
parasite	mange	22	7	TBD
trauma	shock	6	2	TBD
health_problem	symptom	46	2	TBD
depression	symptom	321	47	TBD
situation	disease	6	2	TBD
hypertension	kidney_damage	54	7	TBD
tendonitis	inflammation	15	4	TBD
psychological_problem	impotence	21	2	TBD
drug	bleeding	60	2	TBD
fungi	infection	1064	3	TBD
condition	congestive_heart_failure	65	3	TBD
endothelial_dysfunction	cardiovascular_disease	7	2	TBD
type_2_diabetes	impaired_glucose_tolerance	12	3	TBD
depression	panic_attack	13	4	TBD
bacteria	body_odor	28	4	TBD
intervention	change	69	2	TBD
anxiety	premature_ejaculation	79	3	TBD
poverty	hunger	148	5	TBD
type_2_diabetes	hyperglycemia	10	2	TBD
delay	loss	104	5	TBD
inflation	unemployment	26	2	TBD
poor_sleep	problem	9	2	TBD
inflammation	damage	255	29	TBD
condition	distress	36	11	TBD
error	situation	22	4	TBD
bacterium	infection	205	2	TBD
depression	suffering	33	2	TBD
event	event_b	13	3	TBD
acne	skin_infection	45	4	TBD
problem	suffering	23	3	TBD
rust	damage	32	3	TBD
attack	problem	20	2	TBD
cell_change	cancer	39	2	TBD
war	stress	10	2	TBD
heart_attack	illness	8	2	TBD
trauma	anxiety	20	4	TBD
x	y	189	16	TBD
stroke	death	2045	7	TBD
adhd	depression	9	3	TBD
deterioration	loss	15	2	TBD
flood	erosion	12	4	TBD
freedom	prosperity	88	2	TBD
higher_cost	higher_price	7	2	TBD
condition	urinary_tract_infection	6	2	TBD
fiber	cancer	9	3	TBD
food	outbreak	31	5	TBD
disease	discomfort	61	3	TBD
global_warming	climate_change	418	28	TBD
high_blood_pressure	heart_failure	176	3	TBD
drug	violence	104	4	TBD
failure	anger	10	2	TBD
spasm	pain	1223	25	TBD
free_radical	aging	385	5	TBD
diabetes	high_blood_sugar_level	33	4	TBD
earthquake	seismic_wave	20	2	TBD
deforestation	global_warming	75	2	TBD
white_blood_cell	inflammation	24	5	TBD
problem	serious_problem	14	2	TBD
condition	constipation	160	49	TBD
brain_damage	cerebral_palsy	109	6	TBD
human	change	67	4	TBD
anxiety	distress	70	2	TBD
confusion	frustration	38	3	TBD
hiv	discrimination	16	4	TBD
disease	pneumonia	47	4	TBD
carpal_tunnel_syndrome	symptom	24	3	TBD
misunderstanding	situation	15	2	TBD
mutation	change	44	11	TBD
aging	decline	32	4	TBD
tinnitus	problem	20	2	TBD
exposure	disease	258	5	TBD
harm	liability	6	2	TBD
low_level_of_serotonin	depression	131	12	TBD
behavior	divorce	29	4	TBD
transition	change	10	3	TBD
fear	stress	108	21	TBD
sedentary_lifestyle	obesity	69	12	TBD
depression	disability	409	14	TBD
global_warming	natural_disaster	40	3	TBD
accident	illness	64	9	TBD
polycystic_ovarian_syndrome	weight_gain	27	9	TBD
recession	fear	9	2	TBD
fire	smoke	78	10	TBD
depression	death	85	20	TBD
disease	psychological_stress	70	7	TBD
error	accident	46	4	TBD
birth_defect	cancer	71	3	TBD
sciatica	pain	309	4	TBD
sleep_deprivation	anxiety	31	2	TBD
ulcerative_colitis	inflammation	425	9	TBD
disorder	death	166	2	TBD
release_of_chemical	inflammation	12	3	TBD
problem	death	197	23	TBD
inflammation	tissue_damage	58	9	TBD
change	increase	570	33	TBD
pollutant	cancer	108	10	TBD
insulin_resistance	hypertension	59	15	TBD
obesity	problem	219	18	TBD
medical_condition	insomnia	33	3	TBD
change	disaster	12	4	TBD
pain	inactivity	38	10	TBD
matter	gravity	10	2	TBD
heart_disease	edema	6	2	TBD
psychological_problem	symptom	12	2	TBD
stress	miscarriage	30	6	TBD
fire	injury	251	2	TBD
allergy	symptom	674	14	TBD
fire	problem	53	7	TBD
chemical	inflammation	60	13	TBD
flood	damage	848	8	TBD
migraine	pain	204	7	TBD
pathogen	foodborne_illness	26	2	TBD
procrastination	stress	40	3	TBD
distress	physical_symptom	8	2	TBD
fatigue	symptom	63	10	TBD
conflict	damage	33	2	TBD
emotional_stress	depression	14	4	TBD
murder	execution	7	2	TBD
trauma	disorder	62	15	TBD
condition	stroke	468	19	TBD
migraine	symptom	69	2	TBD
action	success	49	9	TBD
meditation	enlightenment	34	3	TBD
tissue	disease	17	5	TBD
condition	bad_breath	73	2	TBD
dehydration	water_retention	7	2	TBD
bipolar_disorder	depression	95	14	TBD
antibiotic	infection	41	3	TBD
stress	pimple	86	5	TBD
blister	discomfort	11	3	TBD
fear	anger	265	17	TBD
anxiety	mental_illness	35	6	TBD
stress	ed	22	6	TBD
growth_hormone	cancer	15	4	TBD
b	c	81	9	TBD
hazard	disaster	21	2	TBD
chemical_change	depression	7	2	TBD
insulin_resistance	diabetes	219	13	TBD
oppression	poverty	27	2	TBD
chemical	depression	28	3	TBD
environmental_factor	disease	82	3	TBD
situation	fear	23	6	TBD
abuse	neglect	13	2	TBD
volcano	earthquake	20	6	TBD
oxidative_stress	lipid_peroxidation	11	2	TBD
illness	health_problem	17	2	TBD
problem	bleeding	16	3	TBD
condition	infertility	155	2	TBD
death	loss	133	27	TBD
stress	reaction	27	8	TBD
disease	cancer_cell	18	5	TBD
divorce	pain	44	5	TBD
fatigue	failure	21	2	TBD
shallow_breathing	anxiety	7	2	TBD
toxin	asthma	20	2	TBD
hypertension	coronary_artery_disease	21	5	TBD
behaviour	disease	13	2	TBD
brain_change	addiction	15	4	TBD
hypertension	complication	51	6	TBD
fever	seizure	209	2	TBD
cancer	agent	169	7	TBD
conflict	error	54	2	TBD
depression	sleep_problem	33	8	TBD
anxiety	suicide	17	3	TBD
trouble	death	13	4	TBD
hyperventilation	panic	72	8	TBD
disease	distress	21	5	TBD
obesity	elevated_cholesterol	14	3	TBD
oxidative_stress	condition	15	2	TBD
production	problem	30	3	TBD
failure	damage	153	16	TBD
chemical_imbalance_in_the_brain	depression	121	7	TBD
bacteria	infectious_disease	264	8	TBD
age	wrinkle	27	5	TBD
bacteria	cancer	93	17	TBD
polycystic_ovary_syndrome	insulin_resistance	50	6	TBD
situation	confusion	57	4	TBD
guilt	shame	13	4	TBD
virus	leukemia	23	5	TBD
neglect	stress	31	5	TBD
smoking	cancer	1657	32	TBD
morality	religion	19	6	TBD
aging	disease	897	120	TBD
condition	scarring	27	4	TBD
surgery	wound	35	4	TBD
contaminated_water	disease	76	2	TBD
poverty	famine	6	2	TBD
event	birth	16	3	TBD
vaccine	death	209	4	TBD
shame	depression	24	3	TBD
infection	asthma	18	3	TBD
asbestos	mesothelioma	530	18	TBD
condition	fatigue	185	9	TBD
pollen	allergy	114	5	TBD
poverty	social_problem	70	7	TBD
failure	overload	6	2	TBD
depression	hardship	15	3	TBD
condition	symptom	1250	77	TBD
yeast_infection	diaper_rash	18	2	TBD
change	conflict	87	10	TBD
renal_failure	anemia	20	3	TBD
situation	failure	35	2	TBD
injury	fracture	64	16	TBD
medical_condition	anxiety	35	4	TBD
seizure	change	22	6	TBD
asbestos_exposure	mesothelioma	469	29	TBD
lack_of_control	stress	13	2	TBD
problem	difficulty	58	9	TBD
alzheimer_'s_disease	dementia	355	3	TBD
disease	loss_of_function	11	2	TBD
disorder	problem	71	12	TBD
depression	physical_pain	14	2	TBD
burning	damage	9	3	TBD
behavior	obesity	24	5	TBD
uric_acid	gout	85	4	TBD
alcohol	problem	389	7	TBD
mutation	condition	47	3	TBD
heart_disease	heart_attack	198	7	TBD
paralysis	respiratory_failure	15	4	TBD
deficiency	condition	100	7	TBD
anger	murder	20	3	TBD
aid	condition	29	3	TBD
migraine	headache	57	4	TBD
condition	confusion	70	2	TBD
hypertension	tinnitus	53	10	TBD
drug	depression	170	14	TBD
fear	war	71	10	TBD
problem	male_infertility	13	2	TBD
separation	fear	15	2	TBD
weather	change	29	2	TBD
delay	cost_overrun	9	2	TBD
kidney_stone	pain	121	21	TBD
construction_accident	injury	9	2	TBD
poor_posture	pain	88	4	TBD
osteoporosis	bone	39	4	TBD
toxicity	disease	20	3	TBD
law	death	21	6	TBD
complication	birth_injury	14	2	TBD
joint	pain	215	32	TBD
global_warming	increase	74	10	TBD
flu	sore_throat	28	2	TBD
success	pain	8	2	TBD
strabismus	amblyopia	85	4	TBD
anxiety	panic_attack	84	18	TBD
stress	acne	318	25	TBD
pathological_change	disease	13	4	TBD
condition	failure	30	9	TBD
allergy	condition	55	7	TBD
chronic_condition	back_pain	6	2	TBD
negative_thought	negative_action	10	2	TBD
diabetes	symptom	106	26	TBD
dry_mouth	infection	15	4	TBD
bacteria	periodontitis	16	5	TBD
loneliness	depression	73	19	TBD
stress	emotional_problem	38	10	TBD
fear	anxiety	140	22	TBD
chronic_inflammation	arthritis	17	3	TBD
puberty	hormonal_change	82	3	TBD
inflammation	ailment	8	2	TBD
god	event	68	2	TBD
event	resurrection	14	4	TBD
stem_cell	cancer	20	2	TBD
oxidative_stress	alzheimer_'s_disease	9	3	TBD
chain_of_event	murder	22	3	TBD
anxiety	nightmare	18	3	TBD
injury	health_problem	43	3	TBD
medical_condition	high_blood_pressure	23	6	TBD
surgery	pain	1212	7	TBD
disease	stroke	120	5	TBD
obesity	diabetes	585	49	TBD
disease	lesion	40	4	TBD
condition	fall	17	3	TBD
disorder	obesity	51	17	TBD
anxiety	mental_disorder	13	2	TBD
scar_tissue	problem	278	4	TBD
change	cancer	149	25	TBD
low_self-esteem	problem	34	5	TBD
injury	discomfort	43	2	TBD
toxin	infection	32	5	TBD
dna_damage	cancer	162	7	TBD
dandruff	hair_loss	50	12	TBD
unsanitary_condition	disease	35	2	TBD
fatigue	weight_gain	6	2	TBD
event	first_world_war	12	2	TBD
missing_teeth	problem	26	2	TBD
caffeine	crash	9	2	TBD
arthritis	symptom	326	9	TBD
pollution	problem	67	12	TBD
problem	vertigo	11	3	TBD
overpopulation	poverty	43	6	TBD
migration	problem	30	3	TBD
liver_disease	illness	25	4	TBD
fracture	surgery	18	3	TBD
alzheimer_'s_disease	change_in_the_brain	24	4	TBD
obesity	sleep_apnea	108	22	TBD
stress	cardiovascular_disease	10	2	TBD
hypertension	headache	20	3	TBD
increase	problem	14	2	TBD
enlarged_prostate	symptom	57	3	TBD
stress	erectile_dysfunction	145	4	TBD
bacteria	pid	27	3	TBD
curse	death	32	2	TBD
contaminant	cancer	36	7	TBD
damage	apoptosis	9	2	TBD
recession	problem	47	5	TBD
heat	condition	19	2	TBD
slavery	civil_war	103	2	TBD
asthma	disease	9	3	TBD
addiction	symptom	9	3	TBD
medical_problem	weight_gain	11	2	TBD
stress	imbalance	53	11	TBD
iron_deficiency	anemia	685	10	TBD
murder	death	200	3	TBD
condition	paralysis	27	5	TBD
positive_energy_balance	obesity	16	4	TBD
heat	fermentation	11	2	TBD
depression	insomnia	637	107	TBD
fear	panic	26	8	TBD
wound	complication	10	2	TBD
fever	nausea	6	2	TBD
change	effect	28	5	TBD
stroke	depression	47	6	TBD
carpet	allergy	10	2	TBD
shock	pancreatitis	10	1	TBD
hpv_virus	cervical_cancer	52	2	TBD
disease	deterioration	20	6	TBD
condition	severe_pain	115	2	TBD
fall	injury	487	10	TBD
diverticulosis	constipation	50	4	TBD
kidney_disease	problem	25	2	TBD
wound	pain	80	3	TBD
corruption	poverty	126	36	TBD
emotion	disease	91	11	TBD
pneumonia	complication	60	19	TBD
weight_gain	health_condition	77	5	TBD
aging	change	272	9	TBD
injury	sprain	17	5	TBD
peritoneal_dialysis	peritonitis	7	2	TBD
financial_crisis	recession	166	10	TBD
deficiency	liver_disease	9	2	TBD
poverty	violence	80	14	TBD
search	discovery	13	2	TBD
deregulation	change	13	3	TBD
free_radical	damage	1888	20	TBD
retrovirus	aid	145	7	TBD
problem	kidney_failure	22	6	TBD
good_health	happiness	33	11	TBD
condition	weakness	43	7	TBD
flooding	damage	471	18	TBD
infection	sepsis	78	6	TBD
weight_gain	health_problem	33	8	TBD
solution	problem	25	8	TBD
heart_disease	death	2681	2	TBD
famine	disease	15	5	TBD
complication	hospitalization	107	7	TBD
outbreak	illness	42	2	TBD
process	disease	30	7	TBD
heart_disease	illness	47	8	TBD
use_of_alcohol	problem	18	3	TBD
modernization	change	19	3	TBD
complication	death	1335	5	TBD
erosion	damage	115	3	TBD
obesity	high_blood_pressure	195	26	TBD
situation	problem	135	19	TBD
inflammation	pain	1446	54	TBD
panic_attack	agoraphobia	22	7	TBD
explosion	tsunami	19	6	TBD
microorganism	disease	275	82	TBD
dilated_cardiomyopathy	heart_failure	26	3	TBD
atherosclerosis	blood_clot	18	5	TBD
rising_oil_price	inflation	13	3	TBD
condition	muscle_weakness	26	2	TBD
osteoporosis	symptom	30	5	TBD
constipation	complication	56	3	TBD
oxidation_process	free_radical	7	2	TBD
chemical	disease	190	11	TBD
violence	illness	12	4	TBD
error	failure	192	16	TBD
human_papillomavirus	genital_wart	200	7	TBD
trauma	pain	286	11	TBD
nasal_polyp	chronic_sinusitis	10	2	TBD
addiction	illness	10	2	TBD
constipation	pain	32	7	TBD
depression	gambling	6	2	TBD
inflammation	chronic_pain	34	3	TBD
psychological_trauma	ptsd	7	2	TBD
condition	cerebral_palsy	44	5	TBD
chronic_pain	symptom	14	3	TBD
cancer	anxiety	40	4	TBD
stress	hormonal_imbalance	41	9	TBD
depression	lack_of_energy	19	3	TBD
scar	problem	25	5	TBD
sin	anxiety	10	2	TBD
justification	sanctification	25	3	TBD
heat	stress	21	4	TBD
vibration	noise	32	6	TBD
condition	osteoporosis	43	4	TBD
bone_marrow_suppression	neutropenia	9	2	TBD
gap	problem	22	4	TBD
hyperglycemia	diabetic_ketoacidosis	23	4	TBD
uncertainty	anxiety	94	4	TBD
effect	damage	84	2	TBD
shock	metabolic_acidosis	25	8	TBD
glutathione_depletion	oxidative_stress	7	2	TBD
risk	injury	37	4	TBD
event	loss	105	6	TBD
illness	suicide	22	2	TBD
lack_of_education	poverty	27	6	TBD
substance	inflammation	37	2	TBD
condition	problem	445	53	TBD
storm	lightning	18	3	TBD
chemical_imbalance_in_the_brain	disease	10	2	TBD
resistance	strength	28	2	TBD
change	resistance	21	2	TBD
mildew	damage	36	3	TBD
action	injury	248	2	TBD
stress	arthritis	19	2	TBD
action	problem	83	10	TBD
bacteria	ulcer	942	18	TBD
cell_damage	aging	16	5	TBD
protest	arrest	34	5	TBD
lack_of_confidence	depression	10	2	TBD
disease	hair_loss	230	10	TBD
epilepsy	seizure	1671	20	TBD
increase	hypertension	18	4	TBD
bacteria	illness	588	49	TBD
exposure	injury	158	3	TBD
kidney_failure	symptom	17	3	TBD
medication	depression	137	8	TBD
inflammation	damage_to_the_joint	26	7	TBD
smoking	death	1839	12	TBD
poverty	neglect	22	3	TBD
disease	high_rate	15	3	TBD
osteoarthritis	pain	1100	5	TBD
depression	action	24	5	TBD
higher_inflation	higher_interest_rate	17	3	TBD
multiple_sclerosis	nerve_damage	14	2	TBD
hypertension	heart_failure	106	3	TBD
destruction	problem	15	2	TBD
pollution	global_warming	317	7	TBD
god	faith	20	3	TBD
change	symptom	59	7	TBD
carbon_dioxide_emission	global_warming	121	10	TBD
panic_attack	chest_pain	8	2	TBD
war	hunger	10	3	TBD
divorce	loss	28	5	TBD
human_papillomavirus	cervical_cancer	470	9	TBD
tmj	symptom	43	2	TBD
lesion	infection	130	29	TBD
poverty	homelessness	46	3	TBD
