Lemmatized	Original
st-segment_change	st-segment_changes
establishment_of_two_territorial_legislature	establishment_of_two_territorial_legislatures
rivalry_in_the_kansa_territory_between_pro-_and_anti-slavery_faction	rivalry_in_the_kansas_territory_between_pro-_and_anti-slavery_factions
frequent_cold	frequent_colds
soldier_'_mental_trauma	soldiers_'_mental_trauma
horrific_burn	horrific_burns
sternal_wound_infection	sternal_wound_infections
brain_abscess	brain_abscesses
unresolved_problem	unresolved_problems
avoiding_situation	avoiding_situations
depression_in_vulnerable_individual	depression_in_vulnerable_individuals
inhalation_problem	inhalation_problems
catheter-related_bloodstream_infection	catheter-related_bloodstream_infections
precaution	precautions
enrollment_in_clinical_trial	enrollment_in_clinical_trials
similar_side_effect	similar_side_effects
mutation_in_atm	mutations_in_atm
positive_emotion	positive_emotions
lack_of_fat_molecule	lack_of_fat_molecules
blood_stop_flowing_to_the_brain	blood_stops_flowing_to_the_brain
change_in_personality	changes_in_personality
errant_pass	errant_passes
single_player_focus_on_the_story_of_four_allied_soldier	single_players_focus_on_the_stories_of_four_allied_soldiers
temporomandibular_joint_disorder	temporomandibular_joint_disorders
earth_quake	earth_quakes
dangerous_device	dangerous_devices
obesity_in_adult	obesity_in_adults
multiple_health_risk	multiple_health_risks
laboratory_and_clinical_effort	laboratory_and_clinical_efforts
weather_factor	weather_factors
right-of-way_issue	right-of-way_issues
having_problem	having_problems
creative_process	creative_processes
new_standard_of_quality_and_safety	new_standards_of_quality_and_safety
le_constipation	less_constipation
formation_of_gully	formation_of_gullies
evolution_of_fitter_group	evolution_of_fitter_groups
exposure_to_these_pesticide	exposure_to_these_pesticides
frequent_exacerbation	frequent_exacerbations
granulocytic_precursor_cell_in_bone_marrow	granulocytic_precursor_cells_in_bone_marrow
overgrowth_of_nonsusceptible_organism	overgrowth_of_nonsusceptible_organisms
heap-based_buffer_overflow	heap-based_buffer_overflows
multiple_integer_overflow_flaw	multiple_integer_overflow_flaws
additional_pregnancy	additional_pregnancies
wall_of_jericho_to_fall	walls_of_jericho_to_fall
electrical_disturbance	electrical_disturbances
gold_price_in_u_starting_to_climb	gold_prices_in_us_starting_to_climb
mutation_in_the_bmpr1a_gene	mutations_in_the_bmpr1a_gene
unnecessary_tax	unnecessary_taxes
implant_to_fail	implants_to_fail
new_business_model	new_business_models
improved_patient_outcome	improved_patient_outcomes
dispute_over_shared_water_resource	disputes_over_shared_water_resources
sale_of_the_iphone	sales_of_the_iphone
large_fiscal_deficit	large_fiscal_deficits
difference_in_mass	differences_in_mass
multitude_of_error_in_the_end	multitude_of_errors_in_the_end
great_conversation	great_conversations
leg_symptom	leg_symptoms
infection_with_helicobacter_pylorus	infection_with_helicobacter_pylori
bacterial_strain	bacterial_strains
extreme_climate_event	extreme_climate_events
emotional_effect	emotional_effects
chimpanzee_diverged	chimpanzees_diverged
removal_of_toxin	removal_of_toxins
steel-frame_building_to_collapse	steel-frame_buildings_to_collapse
wear_and_tear_on_joint	wear_and_tear_on_joints
synthesized_organic_compound_into_water	synthesized_organic_compounds_into_water
tn-i_now_move_to_a_new_position_on_the_thin_filament	tn-i_now_moves_to_a_new_position_on_the_thin_filament
health_effect_in_laboratory_animal	health_effects_in_laboratory_animals
positive_consequence	positive_consequences
synergy	synergies
failure_to_comply_with_fda_regulatory_requirement	failure_to_comply_with_fda_regulatory_requirements
pitta_imbalance	pitta_imbalances
serious_memory_problem	serious_memory_problems
build-up_of_uric_acid_crystal	build-up_of_uric_acid_crystals
athlete_’_s_foot	athlete_’_s_feet
work_of_art	works_of_art
short_attention_span	short_attention_spans
managing_condition	managing_conditions
loss_of_bone_mineral	loss_of_bone_minerals
cluster_headache	cluster_headaches
genotoxic_chemical	genotoxic_chemicals
accidental_bodily_injury	accidental_bodily_injuries
burn_to_the_skin	burns_to_the_skin
put_your_plan_into_action	put_your_plans_into_action
double_door	double_doors
white_spot_on_the_teeth	white_spots_on_the_teeth
onset_of_disease	onset_of_diseases
molecular_signal	molecular_signals
challenge_from_industry_lobbyist	challenges_from_industry_lobbyists
social_dislocation	social_dislocations
pregnancy-related_complication	pregnancy-related_complications
adultery_drug_abuse_illness_alcoholism	adultery_drug_abuse_illnesses_alcoholism
juicer	juicers
reducing_emission	reducing_emissions
avoiding_people_and_situation	avoiding_people_and_situations
musculoskeletal_imbalance	musculoskeletal_imbalances
systemic_effect	systemic_effects
employee_’_s_action	employee_’_s_actions
abortion_of_fertilized_ovule	abortion_of_fertilized_ovules
fractured_bone	fractured_bones
range_of_health_condition	range_of_health_conditions
mold_health_issue	mold_health_issues
motorcyclist	motorcyclists
same_virus	same_viruses
theoretical_and_practical_issue	theoretical_and_practical_issues
two-year_program	two-year_programs
fluoride_exposure	fluoride_exposures
audio_click	audio_clicks
exponential_behavior_of_derived_expression	exponential_behavior_of_derived_expressions
symbolic_derivation_of_the_characteristic_quantity	symbolic_derivation_of_the_characteristic_quantities
welt	welts
product_or_service	products_or_services
sharp_shooting_pain_in_the_spine	sharp_shooting_pains_in_the_spine
multivitamin	multivitamins
expected_price	expected_prices
neurophysiological_process_in_the_brain	neurophysiological_processes_in_the_brain
minor_blockage	minor_blockages
large-format_negative	large-format_negatives
metabolite	metabolites
reduced_price_over-all	reduced_prices_over-all
snake_bite	snake_bites
ingredient_in_food	ingredients_in_foods
numerous_ailment	numerous_ailments
automobile_exhaust_fume	automobile_exhaust_fumes
willow_shaded_narrow_trail	willows_shaded_narrow_trail
severe_skin_problem	severe_skin_problems
rls_symptom	rls_symptoms
small_adjustment	small_adjustments
devastating_health_effect	devastating_health_effects
congenital_heart_abnormality	congenital_heart_abnormalities
driver_distraction	driver_distractions
public_health_threat	public_health_threats
unprecedented_rise_in_global_temperature	unprecedented_rise_in_global_temperatures
erectile_dysfunction	erectile_dysfunctions
voice_disorder	voice_disorders
enlarged_or_deformed_bone_in_one_or_more_region_of_the_skeleton	enlarged_or_deformed_bones_in_one_or_more_regions_of_the_skeleton
reluctance_to_participate_in_outdoor_activity	reluctance_to_participate_in_outdoor_activities
farm_group	farm_groups
confluence_of_several_event	confluence_of_several_events
useless_property_deed	useless_property_deeds
wave_of_merger	wave_of_mergers
preventable_adverse_event	preventable_adverse_events
pressure_at_work	pressures_at_work
major_change_in_nearly_all_sphere_of_human_activity	major_changes_in_nearly_all_spheres_of_human_activity
high_birth_rate	high_birth_rates
chronic_adverse_effect	chronic_adverse_effects
urine_infection	urine_infections
environmental_and_genetic_factor	environmental_and_genetic_factors
synthetic_hormone	synthetic_hormones
long-term_use_of_certain_pain/anti-inflammatory_drug	long-term_use_of_certain_pain/anti-inflammatory_drugs
surge_in_import_from_china	surge_in_imports_from_china
damaging_tsunami	damaging_tsunamis
revolutionary_situation_to_arise	revolutionary_situations_to_arise
objective_contradiction	objective_contradictions
formation_of_centralized_authoritarian_body	formation_of_centralized_authoritarian_bodies
vitamin_d_shortage_in_woman	vitamin_d_shortage_in_women
okra_health_benefit	okra_health_benefits
cartridge_refill	cartridge_refills
bad_bite_or_orthodontic_brace	bad_bite_or_orthodontic_braces
consumption_pattern	consumption_patterns
increased_concentration_of_neurotransmitter	increased_concentration_of_neurotransmitters
systemic_absorption_of_large_amount_of_tyramine	systemic_absorption_of_large_amounts_of_tyramine
bad_mood	bad_moods
clay-based_litter	clay-based_litters
violent_game	violent_games
high_carbon_dioxide_emission	high_carbon_dioxide_emissions
large_input_of_fossil_fuel	large_inputs_of_fossil_fuels
victim_’_s_loss	victim_’_s_losses
failure_to_comply_with_the_regulation	failure_to_comply_with_the_regulations
breathing_interruption	breathing_interruptions
organophosphate_pesticide	organophosphate_pesticides
higher_level_of_uric_acid_in_the_blood	higher_levels_of_uric_acid_in_the_blood
cool_temperature	cool_temperatures
hydrogenation_of_polyunsaturated_fat	hydrogenation_of_polyunsaturated_fats
meteorological_condition	meteorological_conditions
homocysteine_level_in_the_body	homocysteine_levels_in_the_body
landscape	landscapes
repetitive_facial_expression	repetitive_facial_expressions
radiation_emitted_from_cell_phone	radiation_emitted_from_cell_phones
extreme_reaction	extreme_reactions
vertebrate_pest	vertebrate_pests
pressure_of_gravity_on_the_joint	pressure_of_gravity_on_the_joints
suffering_of_iraqi_child	suffering_of_iraqi_children
feeling_of_failure	feelings_of_failure
external_condition	external_conditions
white_of_the_eye	whites_of_the_eyes
death_of_woman_in_the_workplace	death_of_women_in_the_workplace
swing_in_earnings	swings_in_earnings
swing_in_retention_rate	swings_in_retention_rates
brain_to_receive_lower_level_of_appetite-stimulating_hormone	brain_to_receive_lower_levels_of_appetite-stimulating_hormones
large_stroke	large_strokes
better_answer	better_answers
better_question	better_questions
drunk_or_drugged_driver	drunk_or_drugged_drivers
cerebrovascular_event	cerebrovascular_events
bleeding_stomach_ulcer	bleeding_stomach_ulcers
elevated_sea_temperature	elevated_sea_temperatures
personal_difficulty	personal_difficulties
excessive_wage_rate	excessive_wage_rates
mental_disturbance	mental_disturbances
vent	vents
effect_relationship	effect_relationships
controversy_over_who_wa_the_actual_inventor_of_the_computer	controversy_over_who_was_the_actual_inventor_of_the_computer
solid_waste	solid_wastes
gas_pump_fire	gas_pump_fires
vacant_property	vacant_properties
pressure_of_the_proceeding_of_a_criminal_lawsuit	pressure_of_the_proceedings_of_a_criminal_lawsuit
irritation_of_the_tissue	irritation_of_the_tissues
sand_fly	sand_flies
heavy_summer_rain	heavy_summer_rains
prolonged_use_of_nsaid	prolonged_use_of_nsaids
frequent_motif	frequent_motives
carcinogenic_effect	carcinogenic_effects
civil_litigation_case	civil_litigation_cases
frontier_acquiring_approximately_4_million_access_line	frontier_acquiring_approximately_4_million_access_lines
stink_bug	stink_bugs
increase_in_cost	increases_in_costs
increase_in_cost	increase_in_costs
elimination_of_certain_position	elimination_of_certain_positions
rubber-coated_bullet	rubber-coated_bullets
fatal_traffic_accident	fatal_traffic_accidents
parent_to_feed_their_chick_on_the_breeding_colony	parents_to_feed_their_chicks_on_the_breeding_colonies
acute_oral_exposure	acute_oral_exposures
climate_shock	climate_shocks
high_level_of_zinc	high_levels_of_zinc
organic_acid	organic_acids
right_feeling	right_feelings
right_action	right_actions
adultery_drug_abuse_ailment_alcoholism	adultery_drug_abuse_ailments_alcoholism
le_oil	less_oil
inappropriate_biomechanical_stress	inappropriate_biomechanical_stresses
mutation_in_the_rb1_gene	mutations_in_the_rb1_gene
study	studies
economy	economies
fall_injury	fall_injuries
cytopathic_effect	cytopathic_effects
formation_of_lewy_body	formation_of_lewy_bodies
attention_deficit	attention_deficits
disease_process	disease_processes
hormonal_imbalance_in_the_body	hormonal_imbalances_in_the_body
adverse_environmental_condition	adverse_environmental_conditions
hung_upside_down_in_metal_shackle	hung_upside_down_in_metal_shackles
brightest_feeling	brightest_feelings
potential_issue	potential_issues
unmet_need	unmet_needs
increased_incidence_of_pulmonary_tumor_in_rat	increased_incidences_of_pulmonary_tumors_in_rats
digestive_fluid	digestive_fluids
stress_change	stress_changes
fee_increase	fee_increases
date_rape_drug	date_rape_drugs
distinct_change_in_body_awareness	distinct_changes_in_body_awareness
tissue_in_your_intestine_to_die	tissues_in_your_intestine_to_die
goal_setting_center_on_a_person_'s_attention_to_routine	goal_setting_centers_on_a_person_'s_attention_to_routines
nerve_fiber_to_die	nerve_fibers_to_die
disturbance_in_theatre	disturbances_in_theatres
mental_process	mental_processes
twinkling_of_star	twinkling_of_stars
abnormal_number_of_chromosome	abnormal_number_of_chromosomes
foreclosed_property	foreclosed_properties
roof	roofs
inflammation_of_the_bursa	inflammation_of_the_bursae
symptom_of_dementia	symptoms_of_dementia
oil-fired_power_plant	oil-fired_power_plants
hazardous_waste_site	hazardous_waste_sites
brominated_flame_retardant	brominated_flame_retardants
religious_path	religious_paths
refugee	refugees
health_inequity	health_inequities
social_determinant	social_determinants
repeated_movement	repeated_movements
toxin_accumulate	toxins_accumulate
hypersensitive_reaction	hypersensitive_reactions
sept._11_attack	sept._11_attacks
friction_in_their_personal_relationship	friction_in_their_personal_relationships
inactive_component	inactive_components
polycystic_ovary	polycystic_ovaries
use_of_alcohol_or_drug	use_of_alcohol_or_drugs
technical_proof	technical_proofs
non-degeneracy_condition	non-degeneracy_conditions
future_medical_bill	future_medical_bills
cell_to_work_ineffectively	cells_to_work_ineffectively
new_generation_of_tool	new_generation_of_tools
lower_score	lower_scores
hidden_lagoon	hidden_lagoons
secret_passage	secret_passages
magical_sea_cave	magical_sea_caves
floor_mat	floor_mats
stimulation_frequency	stimulation_frequencies
damage_to_your_vehicle	damages_to_your_vehicle
restructuring_of_our_operation	restructuring_of_our_operations
acne_infection	acne_infections
drop_in_price	drop_in_prices
ignition_source	ignition_sources
biomechanical_abnormality	biomechanical_abnormalities
lower_crop_yield	lower_crop_yields
blockage_of_the_artery	blockage_of_the_arteries
severe_repression_of_the_worker_'_struggle_for_their_right	severe_repression_of_the_workers_'_struggle_for_their_rights
execution_of_anarchist_supporter	execution_of_anarchist_supporters
extensive_surgical_wound	extensive_surgical_wounds
hairy_palm	hairy_palms
increase_in_problem_loan	increases_in_problem_loans
time_pass_this_slack	time_passes_this_slack
theft	thefts
diffuse_intimal_hyperplastic_lesion	diffuse_intimal_hyperplastic_lesions
fattening_implication_of_carbohydrate	fattening_implications_of_carbohydrates
overactive_sweat_gland	overactive_sweat_glands
skin_to_lose_it_elasticity	skin_to_lose_its_elasticity
act_of_nature	acts_of_nature
reduced_or_declining_population	reduced_or_declining_populations
weak_ruler	weak_rulers
unprocessed_amyloid_protein_depositing_in_the_organ	unprocessed_amyloid_proteins_depositing_in_the_organs
positive_feedback_loop	positive_feedback_loops
use_of_needle	use_of_needles
mutant_cell	mutant_cells
carnitine_deficiency	carnitine_deficiencies
muscle_to_become_tense	muscles_to_become_tense
receipt_of_service	receipt_of_services
wonderful_effect	wonderful_effects
raw_material	raw_materials
cancer_chemotherapeutic_agent	cancer_chemotherapeutic_agents
collaborative_effort_by_many_government_organization	collaborative_efforts_by_many_government_organizations
hospital_error	hospital_errors
hydrogenated_fat	hydrogenated_fats
gain_in_comprehension	gains_in_comprehension
child_’_s_injury	child_’_s_injuries
lung_illness	lung_illnesses
blood_pressure_drug	blood_pressure_drugs
development_of_even_worse_condition	development_of_even_worse_conditions
symmetrically_substituted_12n4_macrocycle_example	symmetrically_substituted_12n4_macrocycle_examples
distinguishable_difference	distinguishable_differences
modification_in_successive_generation	modifications_in_successive_generations
multiple_blow_to_the_head	multiple_blows_to_the_head
internal_and_external_event	internal_and_external_events
renewing_of_our_mind	renewing_of_our_minds
related_method	related_methods
damage_to_many_home	damage_to_many_homes
production_of_free_radical_in_the_body	production_of_free_radicals_in_the_body
family_change	family_changes
late_term_miscarriage	late_term_miscarriages
deceptive_practice	deceptive_practices
prescription_antiperspirant	prescription_antiperspirants
hydrologic_modification	hydrologic_modifications
successful_project	successful_projects
successful_relationship	successful_relationships
dead_worm_to_dislodge	dead_worms_to_dislodge
change_in_hormonal_level	changes_in_hormonal_levels
change_in_colouration	changes_in_colouration
best_effort	best_efforts
coming_out_a_a_young_transgendered_individual_to_parent_and_their_parent_’_emotional_process	coming_out_as_a_young_transgendered_individual_to_parents_and_their_parents_’_emotional_process
break_out	break_outs
ink	inks
faulty_or_defective_product	faulty_or_defective_products
germline-specific_down-regulation_of_dsbr_gene	germline-specific_down-regulation_of_dsbr_genes
severe_exposure	severe_exposures
electric_heater	electric_heaters
fatty_acid_deficiency	fatty_acid_deficiencies
lot_more_difficulty	lot_more_difficulties
loose_bar_stool	loose_bar_stools
persecution_of_jesus_and_his_follower	persecution_of_jesus_and_his_followers
belief_in_the_doctrine_of_a_plurality_of_wife	belief_in_the_doctrine_of_a_plurality_of_wives
first_duo	first_dui
artificial_tree	artificial_trees
revaluation_loss_on_inventory_asset	revaluation_losses_on_inventory_assets
sharp_drop_in_copper_price	sharp_drop_in_copper_prices
massive_crop_failure	massive_crop_failures
refugee_problem	refugee_problems
kava-containing_product	kava-containing_products
hazardous_waste	hazardous_wastes
wild_fire	wild_fires
barren_field	barren_fields
incredible_result	incredible_results
low_level_of_nitric_oxide	low_levels_of_nitric_oxide
mutually_contradictory_understanding	mutually_contradictory_understandings
faithful_’_reading	faithful_’_readings
eye_lesion	eye_lesions
arab_refugee	arab_refugees
ip	ips
pain_in_human	pain_in_humans
sewage_spill	sewage_spills
admission_to_rehab_program	admission_to_rehab_programs
federal_regulation	federal_regulations
corresponding_symptom	corresponding_symptoms
92,576_injury	92,576_injuries
deficiency_of_nutrient_in_your_pet_'s_diet	deficiencies_of_nutrients_in_your_pet_'s_diet
prion_protein	prion_proteins
mortality_in_man_and_animal	mortality_in_man_and_animals
rocket-propelled_grenade	rocket-propelled_grenades
rapid_delivery_of_drug_into_the_bloodstream	rapid_delivery_of_drugs_into_the_bloodstream
harsh_component	harsh_components
air_quality_problem	air_quality_problems
film_and_television_role	film_and_television_roles
began_teaching_martial_art	began_teaching_martial_arts
bedrock_to_buckle_into_a_series_of_hill	bedrock_to_buckle_into_a_series_of_hills
great_pressure_within_the_earth	great_pressures_within_the_earth
bend	bends
competitive_price	competitive_prices
decline_in_consumer_demand_for_automobile	decline_in_consumer_demand_for_automobiles
negative_externality	negative_externalities
change_in_the_skin	changes_in_the_skin
pancreatic_disease	pancreatic_diseases
slowdown	slowdowns
abusive_user	abusive_users
nuremberg_trial	nuremberg_trials
deprivation_of_constitutional_right	deprivation_of_constitutional_rights
specific_injury	specific_injuries
exposure_of_the_bedrock_in_some_mountainous_area	exposure_of_the_bedrock_in_some_mountainous_areas
serious_injury_case	serious_injury_cases
bank_fee	bank_fees
bank_wire_transfer	bank_wire_transfers
combination_of_qualification	combination_of_qualifications
biological_contaminant	biological_contaminants
morbidity_and_mortality_rate	morbidity_and_mortality_rates
divide_from_nation_to_nation	divide_from_nations_to_nations
deposition_of_fine_particle_in_the_lens	deposition_of_fine_particles_in_the_lens
potential_victim	potential_victims
increased_police_effort_to_maintain_order	increased_police_efforts_to_maintain_order
amplified_cost	amplified_costs
increased_potassium_level	increased_potassium_levels
growth_in_oil_sand_accommodation	growth_in_oil_sands_accommodations
child_to_become_hyperactive	children_to_become_hyperactive
arthritic_change_in_the_spine	arthritic_changes_in_the_spine
limb_length_discrepancy	limb_length_discrepancies
disease_of_civilization	diseases_of_civilization
muscle_to_relax	muscles_to_relax
damage_to_lipid	damage_to_lipids
epigenetic_modification	epigenetic_modifications
mechanical_malfunction	mechanical_malfunctions
people_do_n't_hold_tennis_grip_in_the_correct_way	people_do_n't_hold_tennis_grips_in_the_correct_way
extreme_wind	extreme_winds
hair_product	hair_products
bowel_habit	bowel_habits
lender	lenders
more_coalition	more_coalitions
loss_of_intellectual_ability	loss_of_intellectual_abilities
quality_deterioration_in_muscle_food	quality_deterioration_in_muscle_foods
transit_of_mar_and_moon	transit_of_mars_and_moon
different_condition	different_conditions
generation_of_free_radical	generation_of_free_radicals
blast_event	blast_events
retinal_vein_occlusion	retinal_vein_occlusions
african_aid	african_aids
substantial_reorganization_of_functional_system	substantial_reorganization_of_functional_systems
osha_inspection	osha_inspections
rockfalls_on_the_port_hill	rockfalls_on_the_port_hills
substantial_increase	substantial_increases
major_life_event	major_life_events
federal_immigration_policy	federal_immigration_policies
longer_duration_of_stay	longer_durations_of_stay
boot	boots
emotional_stress	emotional_stresses
abuse_of_drug_and/or_alcohol	abuse_of_drugs_and/or_alcohol
greenhouse_effect_work	greenhouse_effect_works
muscular_ache	muscular_aches
17_%_decrease_of_symptom	17_%_decrease_of_symptoms
incorrect_tightening_of_bolt_or_nut	incorrect_tightening_of_bolts_or_nuts
appearance-related_change	appearance-related_changes
fatal_car-truck_crash	fatal_car-truck_crashes
unsafe_driving_action	unsafe_driving_actions
damage_hair_follicle	damage_hair_follicles
change_in_energy	changes_in_energy
air_leak	air_leaks
post-harvest_loss	post-harvest_losses
growth_abnormality	growth_abnormalities
le_tissue_trauma	less_tissue_trauma
pronouncement	pronouncements
lifetime_cost	lifetime_costs
cns_stimulant	cns_stimulants
acute_illness	acute_illnesses
budget_deficit_to_surge	budget_deficits_to_surge
sharply_lower_revenue	sharply_lower_revenues
frequent_complication	frequent_complications
commercial_real_estate_loan	commercial_real_estate_loans
arterial_blood_clot	arterial_blood_clots
developmental_effect	developmental_effects
reckless_driver	reckless_drivers
soft_shell	soft_shells
overproduction_of_protein	overproduction_of_proteins
increasing_sea_temperature	increasing_sea_temperatures
various_crime	various_crimes
speculator	speculators
removal_of_limit_on_day_of_sale_in_off-premises_setting	removal_of_limits_on_days_of_sale_in_off-premises_settings
severe_budget_cut	severe_budget_cuts
record_deal_on_peterson_’_s_brownswood_recording_label	record_deal_on_peterson_’_s_brownswood_recordings_label
lack_of_financial_resource	lack_of_financial_resources
constriction_of_the_capillary	constriction_of_the_capillaries
nucleotide_substitution	nucleotide_substitutions
ultraviolet_radiation_of_the_sun	ultraviolet_radiations_of_the_sun
circular_area	circular_areas
nasal_problem	nasal_problems
misalignment_of_the_bone	misalignment_of_the_bones
proper_absorption_of_nutrient	proper_absorption_of_nutrients
interacting_factor	interacting_factors
airborne_asbestos_fiber	airborne_asbestos_fibers
irreparable_break_between_the_ruler_and_the_ruled_in_the_united_state	irreparable_break_between_the_rulers_and_the_ruled_in_the_united_states
tipping_point	tipping_points
fake_psychic	fake_psychics
loop_diuretic	loop_diuretics
long_term_financial_obligation	long_term_financial_obligations
moral_value_of_the_qur_'_an_to_rule_the_world	moral_values_of_the_qur_'_an_to_rule_the_world
economic_dislocation	economic_dislocations
good_one	good_ones
red_light_violation	red_light_violations
energy_efficiency_measure	energy_efficiency_measures
eviction	evictions
total_failure_of_the_crop_on_the_light_red_shallow_soil	total_failure_of_the_crops_on_the_light_red_shallow_soils
early_cessation_of_the_rain	early_cessation_of_the_rains
potentially_fatal_injury	potentially_fatal_injuries
bloody_stool	bloody_stools
impervious_surface	impervious_surfaces
tendency_to_make_individual_drowsy	tendency_to_make_individuals_drowsy
death_for_pregnant_woman	death_for_pregnant_women
chronic_disorder	chronic_disorders
large_breach	large_breaches
uveitis-like_symptom	uveitis-like_symptoms
goodness_to_pas	goodness_to_pass
lack_of_bonding_in_human_baby	lack_of_bonding_in_human_babies
friction_among_the_member	friction_among_the_members
alcohol_related_accident	alcohol_related_accidents
cell_phone_tower	cell_phone_towers
purine	purines
long-term_exposure_to_high_level_of_radon	long-term_exposure_to_high_levels_of_radon
prison_system_to_focus_more_on_violent_offender	prison_systems_to_focus_more_on_violent_offenders
adoption_of_practice	adoption_of_practices
weight_gain_of_10_pound	weight_gain_of_10_pounds
extra_100_calorie_per_day	extra_100_calories_per_day
green_house_gas_emission	green_house_gas_emissions
first-degree_burn	first-degree_burns
fewer_calorie	fewer_calories
negative_attribute	negative_attributes
elf_magnetic_field	elf_magnetic_fields
redness_of_the_eye	redness_of_the_eyes
moderate_or_severe_form	moderate_or_severe_forms
light	lights
emphysema_in_the_upper_lobe_of_the_lung	emphysema_in_the_upper_lobes_of_the_lungs
loss_of_fluid_in_the_body	loss_of_fluids_in_the_body
hormone_fluctuating_time_in_their_life	hormone_fluctuating_times_in_their_life
tiny_thing	tiny_things
old_wineskin_to_burst	old_wineskins_to_burst
panda	pandas
tourette	tourettes
scheduling_issue	scheduling_issues
failure_to_accept_these_lesson	failure_to_accept_these_lessons
development_of_new_drug	development_of_new_drugs
physical_assault	physical_assaults
transposon_insertion	transposon_insertions
financial_matter	financial_matters
vision_impairment	vision_impairments
damage_to_brain_cell	damage_to_brain_cells
high_level_of_vitamin_a	high_levels_of_vitamin_a
related_cardiac_problem	related_cardiac_problems
market_distortion	market_distortions
dirty_feeder	dirty_feeders
chemotherapy_regimen	chemotherapy_regimens
doctrine	doctrines
atomic_explosion	atomic_explosions
heart_disease_symptom	heart_disease_symptoms
dryness_of_the_mouth_tissue	dryness_of_the_mouth_tissues
free_weight	free_weights
exposure_to_hazardous_substance	exposure_to_hazardous_substances
bt_crop	bt_crops
special_team	special_teams
pain_in_the_hand_and_foot	pain_in_the_hands_and_feet
permitted_water_withdrawal	permitted_water_withdrawals
major_medical_problem	major_medical_problems
acute_lower_respiratory_infection	acute_lower_respiratory_infections
voluntary_movement	voluntary_movements
mental_intention	mental_intentions
frozen_pot_pie	frozen_pot_pies
considerable_improvement_in_precision	considerable_improvements_in_precision
mark-recapture_data_to_be_pooled_across_ce_site	mark-recapture_data_to_be_pooled_across_ce_sites
health_related_disease	health_related_diseases
gastro_issue	gastro_issues
compatibility_issue	compatibility_issues
change_in_market_condition	changes_in_market_conditions
behavior_problem_in_dog	behavior_problems_in_dogs
cow_fart	cow_farts
film	films
adjoining_river	adjoining_rivers
loss_of_many_other_thing	loss_of_many_other_things
le_postoperative_pain	less_postoperative_pain
central_banking_decision	central_banking_decisions
life_'s_unpredicted_exigency	life_'s_unpredicted_exigencies
chronic_headache	chronic_headaches
attenuated_virus	attenuated_viruses
additional_component_being_utilized	additional_components_being_utilized
stable_working_condition	stable_working_conditions
custom_clearance	customs_clearance
legal_expense	legal_expenses
reduction_in_market_preparation_activity	reduction_in_market_preparation_activities
continuing_cycle_of_infection_among_new_pig	continuing_cycle_of_infection_among_new_pigs
fecal_contamination_of_pen	fecal_contamination_of_pens
second_chance_point	second_chance_points
lack_of_specific_nutrient	lack_of_specific_nutrients
idp	idps
significant_job_loss	significant_job_losses
very_high_dos	very_high_doses
earmark	earmarks
malabsorptive_procedure	malabsorptive_procedures
high_reward	high_rewards
defect_in_autophagy	defects_in_autophagy
mass_specie_extinction	mass_species_extinction
leeching_calcium_out_of_the_bone	leeching_calcium_out_of_the_bones
protection_of_damage	protection_of_damages
heavy_seasonal_rain	heavy_seasonal_rains
flexible_flat_foot	flexible_flat_feet
itchy_,_small_pustule	itchy_,_small_pustules
pimple_on_the_scalp	pimples_on_the_scalp
low_level_of_hormone	low_levels_of_hormones
reduced_level_of_serotonin	reduced_levels_of_serotonin
nick	nicks
loss_of_red_blood_cell	loss_of_red_blood_cells
power_failure	power_failures
complete_coverage_of_water_surface	complete_coverage_of_water_surfaces
many_war	many_wars
speech_defect	speech_defects
crush_injury	crush_injuries
risk_behaviour	risk_behaviours
climate_variation	climate_variations
green_pasture	green_pastures
glass_window	glass_windows
iodine_deficiency	iodine_deficiencies
blockage_in_these_artery	blockage_in_these_arteries
injury_to_others	injuries_to_others
small_breast	small_breasts
strained_muscle	strained_muscles
wall_street_’_s_excess	wall_street_’_s_excesses
ongoing_urinary_tract_infection	ongoing_urinary_tract_infections
lower_replacement_cost	lower_replacement_costs
turnover_on_down	turnover_on_downs
service_improvement	service_improvements
investment_in_capacity	investments_in_capacity
led	leds
savage	savages
strong_acid	strong_acids
fabric	fabrics
low_stream_flow	low_stream_flows
fiscal_pressure	fiscal_pressures
mount_of_olive_to_split	mount_of_olives_to_split
lightning_bolt	lightning_bolts
psychiatric_illness	psychiatric_illnesses
nbaa_to_make_adjustment	nbaa_to_make_adjustments
fall_in_the_elderly	falls_in_the_elderly
regurgitation_of_the_stomach_content	regurgitation_of_the_stomach_contents
serious_damage	serious_damages
violence_against_sex_worker	violence_against_sex_workers
injury_suffered	injuries_suffered
formation_of_two_atrioventricular_orifice	formation_of_two_atrioventricular_orifices
fusion_of_the_two_endocardial_cushion	fusion_of_the_two_endocardial_cushions
significant_deviation_in_mechanical_and_thermal_property	significant_deviations_in_mechanical_and_thermal_properties
spatial_confinement_effect	spatial_confinement_effects
trawler	trawlers
congestion	congestions
varying_amount	varying_amounts
catastrophic_mudslide	catastrophic_mudslides
unintentional_immersion	unintentional_immersions
middle_ear_problem	middle_ear_problems
reduced_revenue	reduced_revenues
professional_error	professional_errors
morbid_event	morbid_events
file_error	file_errors
system_file_error	system_file_errors
debilitating_shingle_in_adult	debilitating_shingles_in_adults
unfair_trade_practice	unfair_trade_practices
