Source	Target	Weight_Source_Target	Comment
malnutrition	mental_impairment	10	TBD
malnutrition	lowered_resistance	8	TBD
malnutrition	infant_death	8	TBD
malnutrition	thinning_hair	6	TBD
malnutrition	tooth_loss	6	TBD
malnutrition	muscle_loss	2	TBD
malnutrition	economic_loss	6	TBD
malnutrition	high_death_rate	4	TBD
malnutrition	increased_mortality	6	TBD
malnutrition	diarrhea	28	TBD
malnutrition	poor_quality_of_life	3	TBD
malnutrition	delayed_puberty	3	TBD
malnutrition	child_mortality	4	TBD
malnutrition	infertility_in_men	2	TBD
malnutrition	organ_damage	2	TBD
malnutrition	short_stature	3	TBD
malnutrition	irreversible_damage	2	TBD
malnutrition	listlessness	2	TBD
self-medication	addiction	6	TBD
tmj	pain	79	TBD
tmj	headache	21	TBD
tmj	symptom	43	TBD
tmj	facial_pain	7	TBD
tmj	ear_pain	28	TBD
tmj	jaw_pain	4	TBD
substance_abuse	homelessness	13	TBD
substance_abuse	depression	38	TBD
substance_abuse	problem	96	TBD
substance_abuse	death	40	TBD
substance_abuse	social_problem	13	TBD
substance_abuse	anxiety	31	TBD
substance_abuse	mental_health_problem	12	TBD
substance_abuse	increased_risk	10	TBD
substance_abuse	negative_consequence	21	TBD
substance_abuse	poor_academic_performance	7	TBD
substance_abuse	social_and_economic_harm	142	TBD
substance_abuse	harm	44	TBD
substance_abuse	memory_loss	8	TBD
substance_abuse	health_risk	14	TBD
substance_abuse	damage	11	TBD
substance_abuse	challenge	11	TBD
substance_abuse	depressive_symptom	6	TBD
breast_cancer	death	590	TBD
breast_cancer	mortality	30	TBD
breast_cancer	pain	12	TBD
breast_cancer	cancer_death	592	TBD
breast_cancer	morbidity	26	TBD
breast_cancer	death_in_woman	125	TBD
breast_cancer	symptom	33	TBD
breast_cancer	mastectomy	12	TBD
breast_cancer	cancer-related_death	77	TBD
breast_cancer	death_among_woman	7	TBD
breast_cancer	cancer_mortality	14	TBD
breast_cancer	mortality_rate	3	TBD
breast_cancer	death_in_the_united_state	4	TBD
breast_cancer	suffering	26	TBD
breast_cancer	death_rate	9	TBD
drug_use	problem	173	TBD
drug_use	harm	219	TBD
drug_use	health_problem	21	TBD
drug_use	death	35	TBD
drug_use	crime	52	TBD
drug_use	depression	11	TBD
drug_use	violence	41	TBD
drug_use	accident	22	TBD
drug_use	aid	26	TBD
drug_use	social_problem	30	TBD
drug_use	violent_behavior	4	TBD
drug_use	illness	16	TBD
drug_use	addiction	18	TBD
drug_use	behavior	73	TBD
drug_use	suicidal_thought	2	TBD
drug_use	drug	355	TBD
drug_use	health_risk	18	TBD
drug_use	poor_academic_performance	2	TBD
drug_use	stillbirth	2	TBD
kidney_infection	pain	36	TBD
kidney_infection	lower_back_pain	8	TBD
kidney_infection	kidney_damage	32	TBD
kidney_infection	kidney_failure	18	TBD
upset_stomach	symptom	31	TBD
particular_disease	death	4	TBD
discovery	excitement	18	TBD
discovery	sensation	15	TBD
discovery	cure	20	TBD
discovery	public_outcry	2	TBD
cardiac_arrhythmia	death	130	TBD
cardiac_arrhythmia	sudden_death	26	TBD
cardiac_arrhythmia	cardiac_arrest	66	TBD
cardiac_arrhythmia	stroke	18	TBD
candida	problem	36	TBD
candida	symptom	34	TBD
candida	infection	54	TBD
candida	yeast_infection	23	TBD
candida	vaginal_infection	16	TBD
candida	thrush	17	TBD
candida	diaper_rash	4	TBD
candida	depression	16	TBD
candida	hair_loss	31	TBD
cardiomyopathy	heart_failure	69	TBD
cardiomyopathy	death	26	TBD
dysmenorrhea	diarrhea	13	TBD
dysmenorrhea	pain	15	TBD
dysmenorrhea	pelvic_pain	2	TBD
dysmenorrhea	constipation	12	TBD
dysmenorrhea	nausea	13	TBD
embarrassment	pallor	1	TBD
surgical_intervention	complication	12	TBD
surgical_intervention	side_effect	4	TBD
cold	congestion	49	TBD
cold	nasal_congestion	34	TBD
cold	symptom	131	TBD
cold	sinusitis	18	TBD
cold	cough	59	TBD
cold	death	19	TBD
cold	headache	31	TBD
cold	fever	33	TBD
cold	sore_throat	24	TBD
cold	ear_infection	22	TBD
cold	runny_nose	18	TBD
cold	stuffy_nose	12	TBD
cold	acute_bronchitis	15	TBD
cold	nasal_discharge	7	TBD
cold	body_ache	7	TBD
cold	discomfort	20	TBD
cold	ache	20	TBD
multiple_sclerosis	depression	27	TBD
multiple_sclerosis	pain	123	TBD
multiple_sclerosis	spasticity	62	TBD
multiple_sclerosis	symptom	85	TBD
multiple_sclerosis	nerve_damage	14	TBD
multiple_sclerosis	disability	14	TBD
multiple_sclerosis	tremor	16	TBD
multiple_sclerosis	fatigue	46	TBD
multiple_sclerosis	cognitive_deficit	5	TBD
multiple_sclerosis	damage	13	TBD
multiple_sclerosis	muscle_spasm	197	TBD
multiple_sclerosis	significant_disability	4	TBD
multiple_sclerosis	neuropathic_pain	25	TBD
multiple_sclerosis	severe_muscle_spasm	5	TBD
multiple_sclerosis	movement_disorder	11	TBD
multiple_sclerosis	extreme_fatigue	4	TBD
multiple_sclerosis	severe_spasticity	2	TBD
multiple_sclerosis	problem	16	TBD
multiple_sclerosis	wide_variety_of_symptom	2	TBD
multiple_sclerosis	livedo_reticularis	3	TBD
ectopic_pregnancy	death	44	TBD
ectopic_pregnancy	pain	13	TBD
ectopic_pregnancy	infertility	12	TBD
ectopic_pregnancy	maternal_death	7	TBD
severity	pain	81	TBD
asthma_attack	death	53	TBD
asthma_attack	emergency_room_visit	3	TBD
alcoholism	death	98	TBD
alcoholism	problem	58	TBD
alcoholism	cirrhosis_of_the_liver	20	TBD
alcoholism	dementia	26	TBD
alcoholism	depression	47	TBD
alcoholism	cirrhosis	50	TBD
alcoholism	liver_disease	22	TBD
alcoholism	health_problem	13	TBD
alcoholism	early_death	16	TBD
alcoholism	complication	12	TBD
alcoholism	social_problem	14	TBD
alcoholism	divorce	26	TBD
alcoholism	damage	14	TBD
alcoholism	premature_death	25	TBD
alcoholism	malnutrition	12	TBD
alcoholism	liver_damage	22	TBD
alcoholism	liver_failure	16	TBD
alcoholism	fatty_liver	15	TBD
alcoholism	heart_failure	464	TBD
alcoholism	disorder	19	TBD
alcoholism	ed	19	TBD
alcoholism	liver_cirrhosis	11	TBD
alcoholism	death_rate	5	TBD
alcoholism	denial	16	TBD
alcoholism	withdrawal_symptom	69	TBD
alcoholism	demise	3	TBD
chronic_disease	disability	95	TBD
chronic_disease	death	188	TBD
chronic_disease	morbidity	35	TBD
chronic_disease	pain	83	TBD
chronic_disease	anemia	27	TBD
chronic_disease	depression	12	TBD
chronic_disease	weight_loss	12	TBD
chronic_disease	mortality	21	TBD
chronic_disease	premature_death	36	TBD
chronic_disease	stiffness	37	TBD
chronic_disease	diminished_quality_of_life	2	TBD
chronic_disease	high_cost	7	TBD
chronic_disease	inflammation_of_the_joint	22	TBD
chronic_disease	heart_attack	15	TBD
psychological_problem	impotence	21	TBD
psychological_problem	erectile_dysfunction	132	TBD
psychological_problem	symptom	12	TBD
psychological_problem	suicide	12	TBD
challenge	delay	15	TBD
challenge	opportunity	14	TBD
challenge	personal_growth	3	TBD
jealousy	murder	21	TBD
jealousy	death	12	TBD
jealousy	hatred	10	TBD
jealousy	violence	17	TBD
jealousy	resentment	13	TBD
jealousy	war	12	TBD
victory	peace	20	TBD
victory	joy	11	TBD
freedom	problem	13	TBD
freedom	prosperity	88	TBD
freedom	suffering	28	TBD
freedom	joy	12	TBD
loneliness	depression	73	TBD
loneliness	problem	16	TBD
loneliness	low_self-esteem	13	TBD
loneliness	destructive_behavior	5	TBD
pressure	pain	211	TBD
pressure	symptom	128	TBD
pressure	anxiety	36	TBD
pressure	numbness	72	TBD
pressure	discomfort	30	TBD
pressure	damage	39	TBD
pressure	problem	69	TBD
pressure	severe_pain	25	TBD
pressure	turnover	9	TBD
pressure	irritation	29	TBD
pressure	headache	23	TBD
pressure	ct	12	TBD
pressure	depression	16	TBD
pressure	intense_pain	6	TBD
pressure	back_pain	11	TBD
pressure	carpal_tunnel_syndrome	12	TBD
pressure	great_pain	4	TBD
pressure	sinus_headache	6	TBD
pressure	painful_symptom	2	TBD
pressure	neuralgia	12	TBD
pressure	leg_pain	11	TBD
pressure	ear_pain	6	TBD
pressure	dysfunction	11	TBD
pressure	loss_of_hair	17	TBD
pressure	muscle_to_tighten	2	TBD
pressure	permanent_vision_loss	2	TBD
bone	pain	32	TBD
bone	tooth_loss	12	TBD
bone	deformity	10	TBD
trouble	death	13	TBD
nerve_compression	pain	36	TBD
nerve_compression	symptom	30	TBD
nerve_compression	weakness	17	TBD
nerve_compression	sciatica	10	TBD
nerve_compression	back_pain	6	TBD
nerve_compression	leg_pain	3	TBD
stiffness	limited_range_of_motion	12	TBD
cyst	pain	97	TBD
cyst	symptom	26	TBD
cyst	discomfort	21	TBD
cyst	hydrocephalus	12	TBD
lump	discomfort	9	TBD
scar	problem	25	TBD
scar	pain	12	TBD
scar	erythema	4	TBD
scar	discoloration	7	TBD
hydrocephalus	seizure	15	TBD
hydrocephalus	blindness	12	TBD
hydrocephalus	brain_damage	25	TBD
hydrocephalus	death	18	TBD
hydrocephalus	mental_impairment	6	TBD
wisdom	happiness	9	TBD
wisdom	salvation	18	TBD
wisdom	life	6	TBD
salvation	eternal_life	4	TBD
life	joy	6	TBD
retirement	loss_of_income	18	TBD
retirement	change	12	TBD
retirement	vacancy	5	TBD
retirement	opening	12	TBD
retirement	loss_of_earnings	8	TBD
retirement	lost_earnings	7	TBD
retirement	loss	10	TBD
retirement	termination	10	TBD
retirement	termination_of_employment	2	TBD
unemployment	poverty	60	TBD
unemployment	depression	25	TBD
unemployment	foreclosure	60	TBD
unemployment	crime	51	TBD
unemployment	hunger	11	TBD
unemployment	stress	29	TBD
unemployment	problem	33	TBD
unemployment	financial_problem	26	TBD
unemployment	homelessness	28	TBD
unemployment	social_problem	18	TBD
unemployment	anxiety	11	TBD
unemployment	loss_of_income	34	TBD
unemployment	discontent	6	TBD
unemployment	riot	16	TBD
unemployment	hardship	23	TBD
unemployment	distress	20	TBD
unemployment	suicide	11	TBD
unemployment	ill_health	11	TBD
unemployment	instability	12	TBD
unemployment	bad_credit	49	TBD
unemployment	loss_of_earnings	6	TBD
unemployment	shock	12	TBD
unemployment	income_loss	4	TBD
unemployment	loss_of_wage	5	TBD
lack_of_concentration	failure	17	TBD
homelessness	problem	69	TBD
degeneration	pain	18	TBD
degeneration	spinal_stenosis	23	TBD
degeneration	sequential_and_consequential_change_in_bone_formation	2	TBD
degeneration	visual_loss	5	TBD
spinal_stenosis	pain	137	TBD
spinal_stenosis	symptom	37	TBD
spinal_stenosis	back_pain	39	TBD
spinal_stenosis	leg_pain	5	TBD
spinal_stenosis	numbness	17	TBD
low_back_pain	disability	20	TBD
low_back_pain	lost_work_time	9	TBD
low_back_pain	sick_leave	5	TBD
low_back_pain	leg_pain	3	TBD
spinal_cord	paralysis	27	TBD
spinal_cord	death	16	TBD
spinal_cord	muscle_weakness	14	TBD
spinal_cord	paralysis_of_the_leg	4	TBD
spinal_cord	atrophy	11	TBD
neck_pain	headache	30	TBD
faith	salvation	65	TBD
faith	action	60	TBD
faith	success	15	TBD
faith	work	19	TBD
faith	repentance	20	TBD
faith	peace	10	TBD
faith	joy	19	TBD
faith	eternal_life	12	TBD
faith	glory	48	TBD
faith	election	13	TBD
faith	victory	15	TBD
faith	belief	21	TBD
faith	abuse	20	TBD
faith	triumph	2	TBD
work	stress	153	TBD
work	problem	22	TBD
work	injury	88	TBD
work	controversy	27	TBD
work	death	26	TBD
work	illness	31	TBD
work	asthma	11	TBD
work	disease	41	TBD
work	pain	16	TBD
work	damage	23	TBD
work	accident	16	TBD
work	salvation	8	TBD
work	disability	15	TBD
work	result	5	TBD
work	sensation	18	TBD
work	arrest	14	TBD
work	exhaustion	16	TBD
work	condition	26	TBD
work	discovery	27	TBD
work	cancer	15	TBD
work	harm	11	TBD
work	ill-health	10	TBD
work	hazard	15	TBD
work	inconvenience	10	TBD
work	muscle_pain	13	TBD
work	significant_improvement	5	TBD
work	saving	4	TBD
repentance	salvation	142	TBD
repentance	forgiveness_of_sin	18	TBD
religion	violence	210	TBD
religion	war	348	TBD
religion	death	65	TBD
religion	conflict	80	TBD
religion	problem	63	TBD
religion	division	84	TBD
religion	terrorism	34	TBD
religion	harm	24	TBD
religion	hatred	14	TBD
religion	crime	15	TBD
religion	misery	12	TBD
religion	hate	15	TBD
religion	suffering	18	TBD
religion	evil	16	TBD
religion	strife	34	TBD
religion	discrimination	14	TBD
religion	destruction	58	TBD
religion	pain	17	TBD
religion	difference	18	TBD
religion	peace	12	TBD
religion	harm_than_good	4	TBD
religion	god	71	TBD
religion	bloodshed	11	TBD
religion	eternal_life	166	TBD
religion	better_health	2	TBD
religion	poverty	27	TBD
religion	horror	8	TBD
religion	human_suffering	16	TBD
religion	salvation	8	TBD
god	death	49	TBD
god	evil	75	TBD
god	event	68	TBD
god	suffering	46	TBD
god	flood	30	TBD
god	thing	28	TBD
god	faith	20	TBD
god	earthquake	44	TBD
god	victory	17	TBD
god	fire	14	TBD
god	disease	22	TBD
god	destruction	22	TBD
god	repentance	48	TBD
god	problem	21	TBD
god	phenomenon	16	TBD
god	disaster	12	TBD
god	creation	29	TBD
god	sin	55	TBD
god	growth	87	TBD
god	tragedy	13	TBD
god	life	11	TBD
god	peace	12	TBD
god	pain	18	TBD
god	famine	12	TBD
god	action	20	TBD
god	salvation	14	TBD
god	blindness	19	TBD
god	glory	11	TBD
god	misery	8	TBD
god	accident	32	TBD
god	natural_disaster	12	TBD
god	human_suffering	4	TBD
god	increase	18	TBD
god	decay	11	TBD
god	death_in_the_world	2	TBD
god	bloodshed	3	TBD
god	failure	11	TBD
god	eternal_life	3	TBD
election	violence	30	TBD
election	change	16	TBD
election	salvation	8	TBD
election	deadlock	8	TBD
election	instability	26	TBD
belief	emotion	22	TBD
belief	problem	26	TBD
belief	anxiety	16	TBD
belief	suffering	52	TBD
belief	action	142	TBD
belief	pain	10	TBD
belief	behavior	24	TBD
belief	conflict	10	TBD
belief	stress	25	TBD
belief	harm	88	TBD
belief	illness	13	TBD
belief	discrimination	14	TBD
belief	war	12	TBD
belief	condition	67	TBD
belief	disappointment	10	TBD
belief	depression	10	TBD
belief	murder	10	TBD
belief	bad_health	3	TBD
belief	eternal_life	2	TBD
abuse	death	151	TBD
abuse	injury	135	TBD
abuse	damage	482	TBD
abuse	addiction	67	TBD
abuse	depression	49	TBD
abuse	problem	76	TBD
abuse	trauma	47	TBD
abuse	illness	16	TBD
abuse	symptom	20	TBD
abuse	accident	15	TBD
abuse	harm	33	TBD
abuse	psychological_damage	7	TBD
abuse	violence	27	TBD
abuse	behavior	19	TBD
abuse	pain	23	TBD
abuse	divorce	17	TBD
abuse	failure	48	TBD
abuse	loss	28	TBD
abuse	burn	13	TBD
abuse	ptsd	14	TBD
abuse	disability	116	TBD
abuse	stress	15	TBD
abuse	social_problem	13	TBD
abuse	serious_injury	11	TBD
abuse	malfunction	15	TBD
abuse	physical_injury	11	TBD
abuse	anxiety	12	TBD
abuse	fear	12	TBD
abuse	defect	43	TBD
abuse	condition	16	TBD
abuse	neglect	13	TBD
abuse	homelessness	25	TBD
abuse	dependence	38	TBD
abuse	increased_risk	13	TBD
abuse	drug_use	11	TBD
abuse	incident	13	TBD
abuse	dissociation	345	TBD
abuse	violent_behavior	2	TBD
abuse	psychiatric_symptom	2	TBD
abuse	physical_harm	11	TBD
abuse	emergency_room_visit	19	TBD
abuse	physical_dependence	16	TBD
abuse	negative_consequence	3	TBD
abuse	suicide_attempt	24	TBD
abuse	current_financial_crisis	12	TBD
abuse	pregnancy	13	TBD
abuse	fatality	8	TBD
abuse	psychosocial_problem	3	TBD
abuse	legal_problem	3	TBD
abuse	death_of_the_child	3	TBD
abuse	serious_physical_injury	2	TBD
abuse	shame	12	TBD
abuse	crisis_in_the_first_place	6	TBD
abuse	child_death	5	TBD
abuse	emotional_damage	3	TBD
disruption	problem	36	TBD
disruption	financial_loss	6	TBD
disruption	damage	11	TBD
disruption	economic_damage	4	TBD
disruption	indirect_cost	3	TBD
tragedy	pain	13	TBD
tragedy	death	12	TBD
law	death	21	TBD
law	problem	22	TBD
law	harm	39	TBD
law	murder	9	TBD
power_outage	problem	21	TBD
power_outage	damage	14	TBD
power_outage	data_loss	11	TBD
outage	inconvenience	46	TBD
outage	loss_of_revenue	2	TBD
outage	financial_loss	3	TBD
damage_to_property	loss	13	TBD
psychological_trauma	depression	24	TBD
psychological_trauma	amnesia	6	TBD
displacement	hardship	11	TBD
emergency	cancellation	24	TBD
adverse_effect	discontinuation	10	TBD
adverse_effect	significant_morbidity	4	TBD
adverse_effect	dose_reduction	3	TBD
adverse_effect	treatment_discontinuation	3	TBD
food_shortage	riot	32	TBD
food_shortage	war	14	TBD
food_shortage	stunted_growth	2	TBD
emotional_issue	obesity	8	TBD
emotional_issue	weight_gain	20	TBD
emotional_issue	condition	11	TBD
emotional_issue	erection_problem	5	TBD
uncertainty	anxiety	94	TBD
uncertainty	stress	43	TBD
uncertainty	fear	41	TBD
uncertainty	confusion	14	TBD
uncertainty	problem	34	TBD
uncertainty	inefficiency	42	TBD
uncertainty	delay	17	TBD
uncertainty	difficulty	17	TBD
uncertainty	loss_of_confidence	4	TBD
uncertainty	economic_damage	4	TBD
uncertainty	question	10	TBD
uncertainty	financial_position	201	TBD
uncertainty	great_anxiety	4	TBD
uncertainty	depression	16	TBD
uncertainty	negative_consequence	2	TBD
hazard	injury	136	TBD
hazard	accident	37	TBD
hazard	death	190	TBD
hazard	damage	28	TBD
hazard	serious_injury	40	TBD
hazard	loss_of_life	25	TBD
hazard	harm	20	TBD
hazard	illness	23	TBD
hazard	fatality	14	TBD
hazard	disaster	21	TBD
hazard	personal_injury	24	TBD
hazard	loss	16	TBD
hazard	property_damage	49	TBD
hazard	serious_physical_harm	85	TBD
hazard	severe_damage	11	TBD
hazard	burn	15	TBD
hazard	damage_to_property	23	TBD
hazard	liability	16	TBD
hazard	financial_loss	2	TBD
hazard	economic_loss	2	TBD
famine	death	81	TBD
famine	suffering	52	TBD
famine	cannibalism	8	TBD
famine	death_toll	5	TBD
famine	humanitarian_crisis	11	TBD
famine	human_suffering	11	TBD
famine	great_suffering	2	TBD
famine	population_crash	2	TBD
famine	excess_death	2	TBD
sadness	tear	17	TBD
environmental_degradation	problem	18	TBD
environmental_degradation	economic_damage	3	TBD
resignation	vacancy	193	TBD
resignation	by-election	4	TBD
resignation	director_elected_to_fill_a_vacancy	24	TBD
resignation	vacancy_in_the_board_of_director	10	TBD
resignation	vacancy_on_the_board_of_director	6	TBD
eating_disorder	death	56	TBD
eating_disorder	problem	28	TBD
eating_disorder	weight_loss	11	TBD
eating_disorder	symptom	11	TBD
eating_disorder	health_problem	16	TBD
eating_disorder	serious_health_problem	17	TBD
eating_disorder	serious_medical_problem	5	TBD
eating_disorder	serious_medical_complication	14	TBD
eating_disorder	suffering	17	TBD
drug_abuse	problem	102	TBD
drug_abuse	death	48	TBD
drug_abuse	symptom	54	TBD
drug_abuse	depression	19	TBD
drug_abuse	harm	65	TBD
drug_abuse	homelessness	11	TBD
drug_abuse	dementia	15	TBD
drug_abuse	physical_problem	11	TBD
drug_abuse	behavioral_change	4	TBD
drug_abuse	brain_damage	15	TBD
drug_abuse	health_problem	18	TBD
drug_abuse	untimely_death	3	TBD
drug_abuse	family	65	TBD
drug_abuse	damage	12	TBD
drug_abuse	psychological_illness	3	TBD
drug_abuse	violent_behavior	5	TBD
drug_abuse	negative_consequence	4	TBD
drug_abuse	suicidal_tendency	2	TBD
drug_abuse	decreased_libido	2	TBD
insecurity	problem	11	TBD
drinking	problem	148	TBD
drinking	death	32	TBD
drinking	violence	17	TBD
drinking	health_problem	49	TBD
drinking	depression	11	TBD
drinking	social_problem	21	TBD
drinking	accident	35	TBD
drinking	negative_consequence	19	TBD
drinking	injury	18	TBD
drinking	serious_problem	11	TBD
drinking	legal_problem	9	TBD
drinking	damage	12	TBD
drinking	cancer	12	TBD
drinking	more_problem	6	TBD
drinking	disease	29	TBD
drinking	tragedy	12	TBD
drinking	trouble	18	TBD
drinking	infertility	101	TBD
drinking	stroke	11	TBD
drinking	harm	26	TBD
drinking	malnutrition	18	TBD
drinking	disorder	10	TBD
ckd	anemia	25	TBD
ckd	kidney_failure	11	TBD
ckd	end-stage_renal_disease	4	TBD
anaemia	death	13	TBD
anaemia	breathlessness	7	TBD
anaemia	tiredness	15	TBD
anaemia	significant_morbidity	2	TBD
microbe	disease	174	TBD
microbe	infection	61	TBD
microbe	illness	32	TBD
microbe	infectious_disease	22	TBD
microbe	cancer	15	TBD
microbe	plant_disease	4	TBD
microbe	health_effect	3	TBD
infectious_disease	death	346	TBD
infectious_disease	morbidity	74	TBD
infectious_disease	mortality	65	TBD
infectious_disease	illness	149	TBD
infectious_disease	symptom	12	TBD
infectious_disease	infant_mortality	4	TBD
infectious_disease	premature_death	12	TBD
infectious_disease	fever	23	TBD
infectious_disease	human_death	5	TBD
infectious_disease	blindness	12	TBD
infectious_disease	death_rate	3	TBD
infectious_disease	death_in_the_united_state	3	TBD
infectious_disease	infant_death	5	TBD
infectious_disease	human_suffering	8	TBD
infectious_disease	lameness	5	TBD
infectious_disease	child_death	3	TBD
infectious_disease	anemia	17	TBD
infectious_disease	mortality_rate	2	TBD
tb	death	397	TBD
tb	mortality	19	TBD
tb	morbidity	15	TBD
tb	death_in_the_world	2	TBD
food_poisoning	diarrhea	89	TBD
food_poisoning	death	52	TBD
food_poisoning	illness	47	TBD
food_poisoning	vomiting	25	TBD
food_poisoning	nausea	22	TBD
food_poisoning	symptom	17	TBD
food_poisoning	stomach_pain	12	TBD
food_poisoning	gastroenteritis	11	TBD
food_poisoning	hospitalization	28	TBD
food_poisoning	flu-like_symptom	2	TBD
gum_disease	tooth_loss	243	TBD
gum_disease	bad_breath	75	TBD
gum_disease	bone_loss	14	TBD
gum_disease	heart_disease	39	TBD
gum_disease	pain	13	TBD
gum_disease	halitosis	32	TBD
gum_disease	inflammation	46	TBD
gum_disease	stroke	15	TBD
gum_disease	gum_recession	13	TBD
gum_disease	bleeding_gum	12	TBD
gum_disease	loss_of_teeth	36	TBD
gum_disease	damage	11	TBD
gum_disease	sensitivity	26	TBD
gum_disease	problem	17	TBD
gum_disease	infection	25	TBD
gum_disease	health_problem	15	TBD
gum_disease	toothache	31	TBD
gum_disease	gum_to_recede	7	TBD
gum_disease	premature_birth	27	TBD
gum_disease	tooth_decay	22	TBD
gum_disease	tooth_pain	2	TBD
gum_disease	irreversible_damage	3	TBD
sickness	death	112	TBD
sickness	pain	34	TBD
sickness	disability	40	TBD
sickness	loss	97	TBD
sickness	suffering	25	TBD
sickness	loss_of_income	17	TBD
sickness	total_disability	7	TBD
sickness	absence	18	TBD
sickness	weakness	12	TBD
sickness	loss_of_wage	12	TBD
sickness	financial_loss	3	TBD
sickness	absence_from_work	5	TBD
sickness	lost_wage	6	TBD
sickness	medical_expense	18	TBD
sickness	financial_damage	2	TBD
sickness	loss_of_earnings	3	TBD
bacterial_meningitis	hearing_loss	13	TBD
bacterial_meningitis	brain_damage	68	TBD
bacterial_meningitis	mortality	11	TBD
bacterial_meningitis	death	21	TBD
bacterial_meningitis	high_mortality	2	TBD
bacterial_meningitis	significant_morbidity	4	TBD
tonsillitis	sore_throat	20	TBD
tonsillitis	bad_breath	19	TBD
tonsillitis	difficulty_sleeping	1	TBD
tonsillitis	stomach_ache	1	TBD
rot	damage	13	TBD
sepsis	death	185	TBD
sepsis	mortality	20	TBD
sepsis	organ_failure	19	TBD
sepsis	shock	22	TBD
sepsis	dic	5	TBD
sepsis	mortality_rate	3	TBD
sepsis	high_mortality	11	TBD
sepsis	systemic_inflammation	5	TBD
sepsis	maternal_death	7	TBD
sepsis	increased_mortality	2	TBD
sepsis	sir	3	TBD
aid	death	750	TBD
aid	complication	222	TBD
aid	mortality	38	TBD
aid	cancer	50	TBD
aid	illness	45	TBD
aid	opportunistic_infection	82	TBD
aid	weight_loss	20	TBD
aid	devastation	25	TBD
aid	problem	18	TBD
aid	dementia	23	TBD
aid	anorexia	24	TBD
aid	nausea	19	TBD
aid	symptom	65	TBD
aid	death_among_men	4	TBD
aid	appetite_loss	4	TBD
aid	death_rate	7	TBD
aid	loss_of_income	11	TBD
aid	diarrhea	17	TBD
aid	death_in_sub-saharan_africa	31	TBD
aid	wasting_syndrome	13	TBD
aid	pain	18	TBD
aid	annual_death	13	TBD
aid	total_death	5	TBD
aid	morbidity	15	TBD
aid	human_suffering	24	TBD
aid	suffering	17	TBD
aid	untold_suffering	4	TBD
aid	muscle_wasting	3	TBD
aid	high_mortality	2	TBD
aid	high_death_rate	2	TBD
aid	human_death	3	TBD
aid	high_mortality_rate	4	TBD
aid	lower_life_expectancy	2	TBD
septicaemia	death	23	TBD
neuroinflammation	autism	8	TBD
lost_workday	indirect_cost	2	TBD
apoptosis	cell_death	40	TBD
apoptosis	neurodegeneration	7	TBD
meningitis	death	189	TBD
meningitis	deafness	13	TBD
meningitis	hearing_loss	15	TBD
meningitis	headache	26	TBD
meningitis	brain_damage	16	TBD
meningitis	symptom	11	TBD
meningitis	loss_of_limb	10	TBD
meningitis	permanent_brain_damage	7	TBD
meningitis	epilepsy	25	TBD
meningitis	severe_headache	7	TBD
defoliation	tree_mortality	2	TBD
defoliation	yield_loss	3	TBD
germ	disease	331	TBD
germ	infection	155	TBD
germ	illness	108	TBD
germ	sickness	26	TBD
germ	cold	16	TBD
germ	condition	13	TBD
germ	infectious_disease	34	TBD
germ	pneumonia	25	TBD
germ	tuberculosis	21	TBD
germ	food_poisoning	20	TBD
germ	trouble	16	TBD
germ	tb	12	TBD
germ	respiratory_problem	11	TBD
attempt	failure	17	TBD
attempt	confusion	7	TBD
attempt	disaster	8	TBD
attempt	death	7	TBD
attempt	depression	10	TBD
attempt	illness	6	TBD
brain_cancer	death	22	TBD
pleurisy	death	15	TBD
septic_shock	death	50	TBD
septic_shock	mortality	9	TBD
septic_shock	mortality_rate	7	TBD
septic_shock	high_mortality	3	TBD
septic_shock	significant_morbidity	2	TBD
blood_poisoning	death	77	TBD
delirium	psychotic_symptom	18	TBD
delirium	hallucination	12	TBD
delirium	increased_morbidity	4	TBD
bacterial_infection	inflammation	93	TBD
bacterial_infection	death	83	TBD
bacterial_infection	diarrhea	87	TBD
bacterial_infection	fever	59	TBD
bacterial_infection	symptom	24	TBD
bacterial_infection	ulcer	95	TBD
bacterial_infection	condition	42	TBD
bacterial_infection	sepsis	35	TBD
bacterial_infection	bronchitis	46	TBD
bacterial_infection	sinusitis	47	TBD
bacterial_infection	sore_throat	45	TBD
bacterial_infection	problem	33	TBD
bacterial_infection	meningitis	44	TBD
bacterial_infection	disease	61	TBD
bacterial_infection	conjunctivitis	11	TBD
bacterial_infection	complication	13	TBD
bacterial_infection	abscess	11	TBD
bacterial_infection	tonsillitis	35	TBD
bacterial_infection	peptic_ulcer	66	TBD
bacterial_infection	acute_sinusitis	14	TBD
bacterial_infection	severe_diarrhea	11	TBD
bacterial_infection	inflammation_of_the_bladder	8	TBD
bacterial_infection	prostatitis	28	TBD
bacterial_infection	pustule	11	TBD
bacterial_infection	myocarditis	12	TBD
bacterial_infection	acute_bronchitis	21	TBD
bacterial_infection	accumulation_of_pu	3	TBD
bacterial_infection	peptic_ulcer_disease	13	TBD
bacterial_infection	chill	12	TBD
bacterial_infection	stomach_ulcer	12	TBD
bacterial_infection	high_mortality	2	TBD
bacterial_infection	pelvic_inflammatory_disease	14	TBD
bacterial_infection	inflammation_of_the_prostate	8	TBD
bacterial_infection	formation_of_pu	2	TBD
bacterial_infection	endocarditis	32	TBD
bacterial_infection	morbidity	11	TBD
